# DML
# CONTEXT-DATABASE: vue

allowances,provider=PG&E,territory=P,all_electric=1 allowance=15.2 1719730800000000000
allowances,provider=PG&E,territory=Q,all_electric=1 allowance=8.5 1719730800000000000
allowances,provider=PG&E,territory=R,all_electric=1 allowance=19.9 1719730800000000000
allowances,provider=PG&E,territory=S,all_electric=1 allowance=17.8 1719730800000000000
allowances,provider=PG&E,territory=T,all_electric=1 allowance=7.1 1719730800000000000
allowances,provider=PG&E,territory=V,all_electric=1 allowance=10.4 1719730800000000000
allowances,provider=PG&E,territory=W,all_electric=1 allowance=22.4 1719730800000000000
allowances,provider=PG&E,territory=X,all_electric=1 allowance=8.5 1719730800000000000
allowances,provider=PG&E,territory=Y,all_electric=1 allowance=12.0 1719730800000000000
allowances,provider=PG&E,territory=Z,all_electric=1 allowance=6.7 1719730800000000000
allowances,provider=PG&E,territory=P,all_electric=1 allowance=15.2 1719817200000000000
allowances,provider=PG&E,territory=Q,all_electric=1 allowance=8.5 1719817200000000000
allowances,provider=PG&E,territory=R,all_electric=1 allowance=19.9 1719817200000000000
allowances,provider=PG&E,territory=S,all_electric=1 allowance=17.8 1719817200000000000
allowances,provider=PG&E,territory=T,all_electric=1 allowance=7.1 1719817200000000000
allowances,provider=PG&E,territory=V,all_electric=1 allowance=10.4 1719817200000000000
allowances,provider=PG&E,territory=W,all_electric=1 allowance=22.4 1719817200000000000
allowances,provider=PG&E,territory=X,all_electric=1 allowance=8.5 1719817200000000000
allowances,provider=PG&E,territory=Y,all_electric=1 allowance=12.0 1719817200000000000
allowances,provider=PG&E,territory=Z,all_electric=1 allowance=6.7 1719817200000000000
allowances,provider=PG&E,territory=P,all_electric=1 allowance=15.2 1719903600000000000
allowances,provider=PG&E,territory=Q,all_electric=1 allowance=8.5 1719903600000000000
allowances,provider=PG&E,territory=R,all_electric=1 allowance=19.9 1719903600000000000
allowances,provider=PG&E,territory=S,all_electric=1 allowance=17.8 1719903600000000000
allowances,provider=PG&E,territory=T,all_electric=1 allowance=7.1 1719903600000000000
allowances,provider=PG&E,territory=V,all_electric=1 allowance=10.4 1719903600000000000
allowances,provider=PG&E,territory=W,all_electric=1 allowance=22.4 1719903600000000000
allowances,provider=PG&E,territory=X,all_electric=1 allowance=8.5 1719903600000000000
allowances,provider=PG&E,territory=Y,all_electric=1 allowance=12.0 1719903600000000000
allowances,provider=PG&E,territory=Z,all_electric=1 allowance=6.7 1719903600000000000
allowances,provider=PG&E,territory=P,all_electric=1 allowance=15.2 1719990000000000000
allowances,provider=PG&E,territory=Q,all_electric=1 allowance=8.5 1719990000000000000
allowances,provider=PG&E,territory=R,all_electric=1 allowance=19.9 1719990000000000000
allowances,provider=PG&E,territory=S,all_electric=1 allowance=17.8 1719990000000000000
allowances,provider=PG&E,territory=T,all_electric=1 allowance=7.1 1719990000000000000
allowances,provider=PG&E,territory=V,all_electric=1 allowance=10.4 1719990000000000000
allowances,provider=PG&E,territory=W,all_electric=1 allowance=22.4 1719990000000000000
allowances,provider=PG&E,territory=X,all_electric=1 allowance=8.5 1719990000000000000
allowances,provider=PG&E,territory=Y,all_electric=1 allowance=12.0 1719990000000000000
allowances,provider=PG&E,territory=Z,all_electric=1 allowance=6.7 1719990000000000000
allowances,provider=PG&E,territory=P,all_electric=1 allowance=15.2 1720076400000000000
allowances,provider=PG&E,territory=Q,all_electric=1 allowance=8.5 1720076400000000000
allowances,provider=PG&E,territory=R,all_electric=1 allowance=19.9 1720076400000000000
allowances,provider=PG&E,territory=S,all_electric=1 allowance=17.8 1720076400000000000
allowances,provider=PG&E,territory=T,all_electric=1 allowance=7.1 1720076400000000000
allowances,provider=PG&E,territory=V,all_electric=1 allowance=10.4 1720076400000000000
allowances,provider=PG&E,territory=W,all_electric=1 allowance=22.4 1720076400000000000
allowances,provider=PG&E,territory=X,all_electric=1 allowance=8.5 1720076400000000000
allowances,provider=PG&E,territory=Y,all_electric=1 allowance=12.0 1720076400000000000
allowances,provider=PG&E,territory=Z,all_electric=1 allowance=6.7 1720076400000000000
allowances,provider=PG&E,territory=P,all_electric=1 allowance=15.2 1720162800000000000
allowances,provider=PG&E,territory=Q,all_electric=1 allowance=8.5 1720162800000000000
allowances,provider=PG&E,territory=R,all_electric=1 allowance=19.9 1720162800000000000
allowances,provider=PG&E,territory=S,all_electric=1 allowance=17.8 1720162800000000000
allowances,provider=PG&E,territory=T,all_electric=1 allowance=7.1 1720162800000000000
allowances,provider=PG&E,territory=V,all_electric=1 allowance=10.4 1720162800000000000
allowances,provider=PG&E,territory=W,all_electric=1 allowance=22.4 1720162800000000000
allowances,provider=PG&E,territory=X,all_electric=1 allowance=8.5 1720162800000000000
allowances,provider=PG&E,territory=Y,all_electric=1 allowance=12.0 1720162800000000000
allowances,provider=PG&E,territory=Z,all_electric=1 allowance=6.7 1720162800000000000
allowances,provider=PG&E,territory=P,all_electric=1 allowance=15.2 1720249200000000000
allowances,provider=PG&E,territory=Q,all_electric=1 allowance=8.5 1720249200000000000
allowances,provider=PG&E,territory=R,all_electric=1 allowance=19.9 1720249200000000000
allowances,provider=PG&E,territory=S,all_electric=1 allowance=17.8 1720249200000000000
allowances,provider=PG&E,territory=T,all_electric=1 allowance=7.1 1720249200000000000
allowances,provider=PG&E,territory=V,all_electric=1 allowance=10.4 1720249200000000000
allowances,provider=PG&E,territory=W,all_electric=1 allowance=22.4 1720249200000000000
allowances,provider=PG&E,territory=X,all_electric=1 allowance=8.5 1720249200000000000
allowances,provider=PG&E,territory=Y,all_electric=1 allowance=12.0 1720249200000000000
