# DML
# CONTEXT-DATABASE: vue

allowances,provider=PG&E,territory=P,all_electric=1 allowance=26.0 1759302000000000000
allowances,provider=PG&E,territory=Q,all_electric=1 allowance=26.0 1759302000000000000
allowances,provider=PG&E,territory=R,all_electric=1 allowance=26.7 1759302000000000000
allowances,provider=PG&E,territory=S,all_electric=1 allowance=23.7 1759302000000000000
allowances,provider=PG&E,territory=T,all_electric=1 allowance=12.9 1759302000000000000
allowances,provider=PG&E,territory=V,all_electric=1 allowance=19.1 1759302000000000000
allowances,provider=PG&E,territory=W,all_electric=1 allowance=19.0 1759302000000000000
allowances,provider=PG&E,territory=X,all_electric=1 allowance=14.6 1759302000000000000
allowances,provider=PG&E,territory=Y,all_electric=1 allowance=24.0 1759302000000000000
allowances,provider=PG&E,territory=Z,all_electric=1 allowance=15.7 1759302000000000000
allowances,provider=PG&E,territory=P,all_electric=1 allowance=26.0 1759388400000000000
allowances,provider=PG&E,territory=Q,all_electric=1 allowance=26.0 1759388400000000000
allowances,provider=PG&E,territory=R,all_electric=1 allowance=26.7 1759388400000000000
allowances,provider=PG&E,territory=S,all_electric=1 allowance=23.7 1759388400000000000
allowances,provider=PG&E,territory=T,all_electric=1 allowance=12.9 1759388400000000000
allowances,provider=PG&E,territory=V,all_electric=1 allowance=19.1 1759388400000000000
allowances,provider=PG&E,territory=W,all_electric=1 allowance=19.0 1759388400000000000
allowances,provider=PG&E,territory=X,all_electric=1 allowance=14.6 1759388400000000000
allowances,provider=PG&E,territory=Y,all_electric=1 allowance=24.0 1759388400000000000
allowances,provider=PG&E,territory=Z,all_electric=1 allowance=15.7 1759388400000000000
allowances,provider=PG&E,territory=P,all_electric=1 allowance=26.0 1759474800000000000
allowances,provider=PG&E,territory=Q,all_electric=1 allowance=26.0 1759474800000000000
allowances,provider=PG&E,territory=R,all_electric=1 allowance=26.7 1759474800000000000
allowances,provider=PG&E,territory=S,all_electric=1 allowance=23.7 1759474800000000000
allowances,provider=PG&E,territory=T,all_electric=1 allowance=12.9 1759474800000000000
allowances,provider=PG&E,territory=V,all_electric=1 allowance=19.1 1759474800000000000
allowances,provider=PG&E,territory=W,all_electric=1 allowance=19.0 1759474800000000000
allowances,provider=PG&E,territory=X,all_electric=1 allowance=14.6 1759474800000000000
allowances,provider=PG&E,territory=Y,all_electric=1 allowance=24.0 1759474800000000000
allowances,provider=PG&E,territory=Z,all_electric=1 allowance=15.7 1759474800000000000
allowances,provider=PG&E,territory=P,all_electric=1 allowance=26.0 1759561200000000000
allowances,provider=PG&E,territory=Q,all_electric=1 allowance=26.0 1759561200000000000
allowances,provider=PG&E,territory=R,all_electric=1 allowance=26.7 1759561200000000000
allowances,provider=PG&E,territory=S,all_electric=1 allowance=23.7 1759561200000000000
allowances,provider=PG&E,territory=T,all_electric=1 allowance=12.9 1759561200000000000
allowances,provider=PG&E,territory=V,all_electric=1 allowance=19.1 1759561200000000000
allowances,provider=PG&E,territory=W,all_electric=1 allowance=19.0 1759561200000000000
allowances,provider=PG&E,territory=X,all_electric=1 allowance=14.6 1759561200000000000
allowances,provider=PG&E,territory=Y,all_electric=1 allowance=24.0 1759561200000000000
allowances,provider=PG&E,territory=Z,all_electric=1 allowance=15.7 1759561200000000000
allowances,provider=PG&E,territory=P,all_electric=1 allowance=26.0 1759647600000000000
allowances,provider=PG&E,territory=Q,all_electric=1 allowance=26.0 1759647600000000000
allowances,provider=PG&E,territory=R,all_electric=1 allowance=26.7 1759647600000000000
allowances,provider=PG&E,territory=S,all_electric=1 allowance=23.7 1759647600000000000
allowances,provider=PG&E,territory=T,all_electric=1 allowance=12.9 1759647600000000000
allowances,provider=PG&E,territory=V,all_electric=1 allowance=19.1 1759647600000000000
allowances,provider=PG&E,territory=W,all_electric=1 allowance=19.0 1759647600000000000
allowances,provider=PG&E,territory=X,all_electric=1 allowance=14.6 1759647600000000000
allowances,provider=PG&E,territory=Y,all_electric=1 allowance=24.0 1759647600000000000
allowances,provider=PG&E,territory=Z,all_electric=1 allowance=15.7 1759647600000000000
allowances,provider=PG&E,territory=P,all_electric=1 allowance=26.0 1759734000000000000
allowances,provider=PG&E,territory=Q,all_electric=1 allowance=26.0 1759734000000000000
allowances,provider=PG&E,territory=R,all_electric=1 allowance=26.7 1759734000000000000
allowances,provider=PG&E,territory=S,all_electric=1 allowance=23.7 1759734000000000000
allowances,provider=PG&E,territory=T,all_electric=1 allowance=12.9 1759734000000000000
allowances,provider=PG&E,territory=V,all_electric=1 allowance=19.1 1759734000000000000
allowances,provider=PG&E,territory=W,all_electric=1 allowance=19.0 1759734000000000000
allowances,provider=PG&E,territory=X,all_electric=1 allowance=14.6 1759734000000000000
